641,0,339.371,1006.22,1520.43,490.064,997.752,1538.15,331.291,854.974,1545.01,476.556,851.412,1554.35,394.508,775.7,1458.43,414.371,651.907,1184.3,436.684,903.767,1342.79,466.442,948.583,1161.95,541.559,671.401,1368.1,246.443,848.32,1393.64,169.509,843.082,1256.07,126.11,842.818,1074.05,145.14,897.641,983.232,223.902,932.003,855.926,,,,200.719,974.215,782.062,602.742,793.945,1419.77,707.158,738.231,1249.13,756.082,693.631,1141.72,762.002,782.635,989.243,708.108,802.843,900.669,785.939,788.298,888.499,758.438,833.782,834.529,319.105,813.556,918.337,623.657,802.834,956.511,404.074,614.066,963.069,516.61,602.846,965.035,270.075,780.395,741.06,318.056,739.977,453.609,319.723,694.235,321.047,315.544,652.386,81.5476,394.687,555.908,55.4378,361.322,814.508,71.2624,676.3,750.159,745.012,656.706,857.662,543.017,678.234,862.235,358.512,650.486,859.42,109.524,577.772,776.698,66.2839,601.035,1028.61,87.26
642,0,342.899,1006.48,1520.29,493.662,998.186,1537.46,335.07,855.236,1544.98,480.364,851.847,1553.78,397.995,775.974,1458.14,416.457,652.319,1183.84,439.701,904.089,1342.34,468.448,949.12,1161.48,544.535,671.72,1367.05,249.719,848.894,1394.16,172.251,844.743,1256.96,127.939,845.418,1075.14,146.805,900.431,984.444,225.016,934.683,856.822,152.698,926.991,836.808,201.623,977.275,783.144,606.155,794.242,1418.26,709.26,737.524,1247.06,757.128,692.4,1139.48,762.407,780.365,986.338,708.08,802.018,899.921,785.92,785.237,885.467,758.212,830.575,831.531,319.627,814.024,918.326,624.094,803.658,955.475,405.358,614.865,962.885,517.96,604.081,964.292,270.106,780.147,740.822,318.247,738.325,453.405,319.807,691.871,321.112,315.554,648.469,81.6978,394.866,552,55.8005,361.152,810.615,71.0462,676.465,749.793,742.527,656.11,854.411,539.693,677.912,860.915,355.495,650.846,862.591,106.4,578.83,780.213,61.3875,600.302,1031.9,87.2047
643,0,346.565,1006.73,1520.2,497.4,998.625,1536.82,339.009,855.483,1544.96,484.329,852.281,1553.23,401.721,776.239,1457.83,418.813,652.816,1183.33,442.873,904.451,1341.91,470.51,949.775,1161.04,547.777,672.126,1365.94,253.168,849.367,1394.72,175.164,846.303,1257.89,129.942,847.936,1076.29,148.588,903.147,985.703,226.204,937.347,857.754,155.131,930.811,838.769,202.535,980.297,784.216,609.779,794.642,1416.68,711.564,736.952,1244.94,758.365,691.269,1137.2,762.894,778.225,983.426,708.066,801.601,899.542,785.882,782.327,882.415,757.98,827.909,828.978,320.194,814.609,918.319,624.381,804.211,954.772,406.68,615.749,962.696,519.34,605.37,963.484,270.16,779.969,740.595,318.468,736.75,453.221,319.918,689.572,321.195,315.581,644.581,81.8712,395.053,548.112,56.2157,361.006,806.731,70.816,676.73,749.507,740.019,655.754,851.166,536.442,677.531,858.906,352.527,650.775,864.207,103.665,579.316,782.125,57.3086,599.438,1033.57,86.6762
644,0,350.364,1006.99,1520.17,501.27,999.081,1536.23,343.099,855.727,1544.97,488.443,852.727,1552.69,405.68,776.507,1457.51,421.439,653.396,1182.78,446.203,904.858,1341.51,472.644,950.538,1160.64,551.283,672.621,1364.77,256.788,849.745,1395.3,178.248,847.736,1258.86,132.114,850.344,1077.48,150.483,905.769,987.011,227.46,939.998,858.725,157.603,934.881,840.82,203.443,983.284,785.282,613.615,795.151,1415.04,714.069,736.53,1242.78,759.799,690.266,1134.88,763.481,776.232,980.509,708.062,801.5,899.45,785.836,779.573,879.342,757.779,825.905,827.014,320.808,815.285,918.328,624.516,804.472,954.434,408.034,616.695,962.53,520.745,606.69,962.64,270.261,779.851,740.385,318.718,735.243,453.072,320.059,687.336,321.308,315.629,640.73,82.0794,395.249,544.252,56.7062,360.882,802.865,70.5684,677.036,749.235,737.526,655.579,847.984,533.327,677.095,856.288,349.664,650.35,864.311,101.378,579.33,782.459,54.042,598.564,1033.72,85.6809
645,0,354.288,1007.28,1520.22,505.263,999.571,1535.73,347.329,855.989,1545.01,492.695,853.198,1552.2,409.862,776.791,1457.2,424.332,654.058,1182.22,449.692,905.312,1341.14,474.871,951.399,1160.27,555.043,673.206,1363.59,260.569,850.041,1395.92,181.504,849.018,1259.88,134.45,852.621,1078.72,152.485,908.282,988.37,228.778,942.638,859.743,159.911,938.875,842.818,204.352,986.238,786.358,617.657,795.773,1413.37,716.768,736.271,1240.59,761.43,689.417,1132.52,764.184,774.398,977.59,,,,785.794,776.977,876.249,757.638,824.633,825.742,321.477,816.03,918.366,624.547,804.533,954.355,409.41,617.676,962.419,522.165,608.013,961.804,270.428,779.788,740.203,319.002,733.795,452.969,320.229,685.16,321.465,315.703,636.924,82.3378,395.451,540.429,57.3016,360.777,799.025,70.3002,677.322,748.9,735.098,655.53,844.941,530.419,676.63,853.202,346.984,649.67,863.041,99.5807,578.989,781.355,51.5558,597.805,1032.56,84.2994
646,0,358.327,1007.6,1520.35,509.368,1000.12,1535.34,351.686,856.288,1545.1,497.075,853.719,1551.79,414.251,777.108,1456.94,427.482,654.796,1181.68,453.34,905.812,1340.81,477.216,952.343,1159.94,559.039,673.88,1362.42,264.5,850.274,1396.58,184.926,850.136,1260.94,136.943,854.749,1080.01,154.591,910.674,989.788,230.155,945.263,860.818,161.976,942.604,844.718,205.279,989.161,787.474,621.893,796.508,1411.69,719.645,736.188,1238.4,763.248,688.748,1130.13,765.015,772.736,974.677,708.324,786.949,883.642,785.773,774.538,873.15,757.571,824.053,825.152,322.211,816.824,918.45,,,,410.793,618.668,962.399,523.586,609.31,961.027,270.68,779.777,740.066,319.321,732.4,452.929,320.433,683.042,321.681,315.802,633.173,82.6656,395.651,536.65,58.0375,360.688,795.225,70.0091,677.527,748.445,732.791,655.574,842.128,527.797,676.182,849.852,344.581,648.849,860.643,98.2759,578.418,779.068,49.7903,597.257,1030.4,82.6792
647,0,362.474,1008,1520.59,513.575,1000.74,1535.08,356.16,856.651,1545.28,501.57,854.314,1551.5,418.826,777.483,1456.76,430.872,655.604,1181.22,457.139,906.358,1340.55,479.701,953.357,1159.67,563.243,674.643,1361.32,268.562,850.47,1397.31,188.506,851.09,1262.06,139.586,856.717,1081.37,156.801,912.937,991.272,231.587,947.867,861.965,163.818,945.999,846.54,206.255,992.053,788.677,626.305,797.355,1410.04,722.681,736.291,1236.22,765.237,688.281,1127.74,765.98,771.257,971.788,708.609,786.312,882.251,785.788,772.258,870.066,757.556,823.922,825.016,323.027,817.651,918.598,629.645,812.935,944.134,412.157,619.649,962.508,524.987,610.553,960.376,271.034,779.821,739.998,319.68,731.053,452.97,320.674,680.978,321.97,315.917,629.489,83.0848,395.837,532.919,58.9503,360.616,791.478,69.695,677.608,747.858,730.679,655.707,839.643,525.547,675.82,846.496,342.55,648.003,857.441,97.416,577.738,775.918,48.6703,596.959,1027.63,80.9794
648,0,366.718,1008.48,1520.93,517.874,1001.46,1534.96,360.736,857.099,1545.56,506.168,855.004,1551.33,423.556,777.943,1456.7,434.476,656.478,1180.87,461.077,906.956,1340.38,482.347,954.427,1159.48,567.619,675.49,1360.35,272.731,850.665,1398.11,192.226,851.89,1263.25,142.372,858.519,1082.79,159.113,915.064,992.834,233.075,950.442,863.201,165.494,949.056,848.328,207.307,994.907,790.028,630.861,798.309,1408.47,725.849,736.586,1234.1,767.376,688.036,1125.39,767.082,769.973,968.949,709.021,785.647,880.582,785.855,770.143,867.034,,,,323.935,818.495,918.831,629.647,812.938,944.13,413.474,620.606,962.776,526.337,611.721,959.916,271.501,779.923,740.025,320.082,729.755,453.112,320.955,678.962,322.344,316.031,625.878,83.6149,395.988,529.234,60.0681,360.564,787.791,69.3612,677.559,747.166,728.847,655.953,837.59,523.743,675.616,843.425,340.966,647.235,853.779,96.9148,577.059,772.225,48.1113,596.888,1024.63,79.3062
649,0,371.049,1009.05,1521.39,522.253,1002.29,1534.99,365.399,857.643,1545.95,510.856,855.802,1551.31,428.405,778.516,1456.79,438.258,657.414,1180.69,465.138,907.613,1340.32,485.171,955.534,1159.38,572.124,676.414,1359.55,276.987,850.897,1399.03,196.063,852.557,1264.52,145.293,860.152,1084.29,161.524,917.051,994.485,234.619,952.974,864.54,167.071,951.8,850.121,208.451,997.707,791.592,635.525,799.361,1407.01,729.117,737.078,1232.08,769.639,688.028,1123.11,768.317,768.895,966.203,709.574,785.056,878.756,785.989,768.206,864.097,756.517,809.717,806.551,324.944,819.347,919.169,,,,414.711,621.531,963.228,527.604,612.804,959.704,272.084,780.09,740.171,320.53,728.504,453.369,321.27,676.98,322.809,316.124,622.341,84.266,396.083,525.589,61.4017,360.536,784.161,69.0129,677.42,746.432,727.385,656.355,836.063,522.429,675.627,840.912,339.851,646.626,849.942,96.6697,576.476,768.254,48.0147,596.993,1021.66,77.7032
650,0,375.455,1009.72,1521.95,526.703,1003.22,1535.14,370.135,858.284,1546.46,515.62,856.703,1551.42,433.325,779.223,1457.05,442.176,658.411,1180.73,469.298,908.336,1340.39,488.176,956.661,1159.38,576.709,677.402,1358.98,281.31,851.213,1400.05,199.986,853.118,1265.88,148.337,861.614,1085.89,164.031,918.896,996.236,236.219,955.451,865.998,168.608,954.266,851.953,209.672,1000.42,793.421,640.251,800.495,1405.72,732.456,737.763,1230.21,772.005,688.264,1120.96,769.673,768.04,963.598,710.271,784.63,876.916,786.201,766.473,861.311,756.843,808.748,805.035,326.056,820.203,919.624,634.715,816.381,940.252,415.844,622.426,963.871,528.754,613.805,959.77,272.775,780.332,740.451,321.025,727.298,453.749,321.608,675.015,323.363,316.181,618.871,85.034,396.108,521.976,62.9397,360.531,780.577,68.6561,677.272,745.742,726.367,656.952,835.138,521.599,675.884,839.131,339.162,646.23,846.11,96.5805,576.054,764.186,48.2672,597.224,1018.82,76.1876
651,0,379.924,1010.47,1522.58,531.211,1004.24,1535.39,374.93,859.006,1547.05,520.444,857.69,1551.64,438.276,780.066,1457.48,446.178,659.466,1181,473.533,909.127,1340.59,491.36,957.787,1159.48,581.326,678.436,1358.67,285.691,851.654,1401.19,203.962,853.602,1267.34,151.488,862.905,1087.6,166.621,920.595,998.093,237.877,957.857,867.582,170.15,956.484,853.844,210.939,1003.01,795.516,645,801.693,1404.63,735.839,738.627,1228.51,774.455,688.736,1118.99,771.138,767.421,961.193,711.094,784.435,875.197,786.502,764.977,858.732,757.362,807.598,803.208,327.265,821.06,920.197,635.02,816.497,940.279,416.861,623.299,964.69,529.772,614.743,960.101,273.554,780.661,740.866,321.56,726.136,454.245,321.954,673.052,323.994,316.202,615.456,85.9039,396.067,518.389,64.654,360.542,777.02,68.2962,677.221,745.198,725.811,657.759,834.853,521.195,676.39,838.107,338.801,646.074,842.364,96.5623,575.832,760.123,48.7519,597.543,1016.09,74.7706
652,0,384.437,1011.27,1523.26,535.76,1005.31,1535.7,379.771,859.783,1547.7,525.313,858.737,1551.92,443.218,781.025,1458.06,450.209,660.579,1181.49,477.817,909.98,1340.89,494.703,958.893,1159.69,585.929,679.496,1358.62,290.124,852.249,1402.44,207.967,854.046,1268.9,154.723,864.024,1089.41,169.276,922.148,1000.05,239.594,960.176,869.297,171.734,958.482,855.814,212.226,1005.46,797.81,649.734,802.931,1403.76,739.252,739.644,1227.04,776.98,689.42,1117.23,772.692,767.054,959.039,711.999,784.488,873.707,786.895,763.758,856.413,758.098,806.36,801.19,328.555,821.922,920.88,635.264,816.59,940.303,417.772,624.156,965.648,530.664,615.643,960.639,274.4,781.089,741.41,322.127,725.014,454.839,322.297,671.083,324.684,316.195,612.082,86.8559,395.982,514.826,66.51,360.56,773.471,67.9366,677.359,744.902,725.668,658.758,835.175,521.108,677.124,837.712,338.644,646.157,838.714,96.5522,575.82,756.112,49.3638,597.93,1013.38,73.458
653,0,388.975,1012.11,1523.96,540.331,1006.42,1536.03,384.646,860.585,1548.38,530.209,859.817,1552.25,448.125,782.056,1458.75,454.212,661.743,1182.18,482.127,910.877,1341.27,498.179,959.965,1159.97,590.489,680.563,1358.79,294.61,853.009,1403.79,211.99,854.491,1270.57,158.016,864.974,1091.33,171.97,923.55,1002.11,241.372,962.392,871.134,173.385,960.279,857.87,213.529,1007.76,800.214,654.428,804.183,1403.13,742.691,740.775,1225.79,779.582,690.275,1115.73,774.32,766.949,957.181,712.915,784.764,872.52,787.377,762.859,854.398,759.037,805.164,799.133,329.909,822.787,921.661,635.394,816.64,940.318,418.613,625.001,966.685,531.468,616.531,961.288,275.293,781.628,742.067,322.719,723.93,455.504,322.634,669.114,325.415,316.177,608.74,87.873,395.879,511.289,68.4764,360.576,769.917,67.5786,677.739,744.948,725.816,659.898,835.996,521.212,678.04,837.737,338.57,646.449,835.14,96.5138,575.995,752.171,50.0201,598.373,1010.62,72.251
654,0,393.516,1012.94,1524.65,544.901,1007.53,1536.36,389.54,861.383,1549.09,535.12,860.909,1552.59,452.983,783.103,1459.52,458.141,662.943,1183.02,486.441,911.791,1341.69,501.748,960.996,1160.31,594.993,681.623,1359.13,299.147,853.919,1405.19,216.035,854.987,1272.32,161.342,865.759,1093.33,174.677,924.799,1004.23,243.214,964.491,873.081,175.119,961.892,860.009,214.866,1009.9,802.662,659.068,805.429,1402.71,746.161,741.972,1224.77,782.27,691.249,1114.47,776.008,767.11,955.643,713.758,785.185,871.664,787.941,762.318,852.716,760.116,804.172,797.206,331.307,823.647,922.529,635.427,816.652,940.321,419.436,625.837,967.735,532.245,617.432,961.936,276.221,782.283,742.818,323.332,722.887,456.216,322.968,667.156,326.173,316.159,605.427,88.9459,395.783,507.787,70.5309,360.59,766.357,67.2225,678.353,745.404,726.1,661.109,837.139,521.379,679.067,837.963,338.491,646.895,831.618,96.4355,576.31,748.296,50.6653,598.845,1007.76,71.1484
655,0,398.034,1013.74,1525.33,549.449,1008.64,1536.67,394.439,862.155,1549.82,540.029,861.995,1552.95,457.788,784.111,1460.34,461.963,664.16,1183.97,490.743,912.692,1342.15,505.367,961.985,1160.69,599.447,682.666,1359.57,303.73,854.941,1406.65,220.114,855.586,1274.15,164.678,866.39,1095.39,177.378,925.893,1006.4,245.127,966.46,875.115,176.949,963.335,862.212,216.261,1011.87,805.116,663.65,806.651,1402.49,749.674,743.183,1223.95,785.061,692.291,1113.46,777.748,767.533,954.429,714.439,785.643,871.123,788.58,762.163,851.377,761.246,803.561,795.57,332.728,824.491,923.484,,,,420.307,626.664,968.738,533.07,618.364,962.488,277.178,783.053,743.643,323.969,721.898,456.961,323.305,665.23,326.954,316.146,602.157,90.0742,395.703,504.328,72.6628,360.606,762.797,66.8686,679.145,746.276,726.372,662.309,838.406,521.508,680.115,838.206,338.349,647.417,828.127,96.3248,576.702,744.48,51.2675,599.306,1004.78,70.1458
656,0,402.505,1014.48,1525.99,553.951,1009.72,1536.97,399.323,862.882,1550.58,544.92,863.065,1553.35,462.548,785.039,1461.18,465.668,665.372,1185,495.019,913.551,1342.63,508.986,962.935,1161.12,603.872,683.683,1360.06,308.34,856.018,1408.14,224.238,856.327,1276.03,168.005,866.885,1097.48,180.059,926.835,1008.58,247.116,968.292,877.211,178.883,964.626,864.454,217.745,1013.69,807.55,668.181,807.838,1402.42,753.245,744.364,1223.32,787.969,693.358,1112.65,779.537,768.204,953.522,714.893,786.01,870.84,789.288,762.411,850.371,762.358,803.459,794.335,334.151,825.3,924.53,644.899,821.598,940.756,421.294,627.479,969.651,534.017,619.337,962.883,278.152,783.919,744.526,324.636,720.984,457.733,323.646,663.361,327.763,316.137,598.945,91.2635,395.639,500.917,74.873,360.641,759.251,66.5174,680.025,747.502,726.529,663.422,839.617,521.536,681.089,838.326,338.125,647.932,824.652,96.1998,577.104,740.709,51.8117,599.712,1001.67,69.2378
657,0,406.907,1015.16,1526.67,558.387,1010.78,1537.27,404.174,863.556,1551.41,549.778,864.111,1553.79,467.272,785.863,1462.03,469.273,666.553,1186.07,499.254,914.345,1343.16,512.56,963.846,1161.61,608.294,684.668,1360.56,312.951,857.087,1409.64,228.41,857.228,1277.93,171.31,867.268,1099.6,182.722,927.638,1010.76,249.189,969.981,879.346,180.928,965.78,866.709,219.345,1015.35,809.953,672.666,808.981,1402.48,756.885,745.483,1222.85,791.008,694.429,1112.02,781.376,769.105,952.893,715.107,786.203,870.733,790.06,763.062,849.668,763.417,803.929,793.546,335.549,826.053,925.679,645.722,822.436,940.469,422.451,628.274,970.463,535.148,620.351,963.114,279.116,784.845,745.454,325.345,720.175,458.54,323.987,661.574,328.606,316.128,595.806,92.5199,395.579,497.559,77.1702,360.708,755.734,66.1697,680.899,748.974,726.522,664.379,840.641,521.44,681.907,838.23,337.823,648.367,821.179,96.0799,577.459,736.967,52.2925,600.025,998.446,68.4209
658,0,411.225,1015.76,1527.38,562.741,1011.8,1537.59,408.974,864.171,1552.31,554.584,865.128,1554.3,471.96,786.577,1462.9,472.816,667.679,1187.18,503.435,915.065,1343.75,516.049,964.718,1162.18,612.732,685.614,1361.05,317.529,858.086,1411.16,232.616,858.27,1279.84,174.59,867.571,1101.71,185.375,928.321,1012.92,251.356,971.524,881.498,183.086,966.813,868.952,221.083,1016.85,812.317,677.111,810.079,1402.64,760.598,746.528,1222.52,794.183,695.502,1111.54,783.268,770.216,952.502,715.157,786.251,870.711,790.892,764.1,849.233,764.42,804.968,793.198,336.899,826.729,926.949,646.664,823.506,940.065,423.812,629.037,971.186,536.502,621.402,963.221,280.031,785.779,746.419,326.11,719.494,459.402,324.324,659.887,329.492,316.116,592.746,93.8487,395.503,494.254,79.5677,360.816,752.252,65.8269,681.696,750.569,726.354,665.141,841.39,521.232,682.52,837.86,337.462,648.677,817.695,95.9793,577.729,733.236,52.7111,600.227,995.113,67.6932
659,0,415.445,1016.29,1528.15,566.998,1012.78,1537.96,413.706,864.726,1553.29,559.32,866.113,1554.89,476.608,787.189,1463.79,476.35,668.731,1188.31,507.547,915.712,1344.43,519.424,965.554,1162.86,617.192,686.52,1361.54,322.038,858.963,1412.7,236.826,859.401,1281.73,177.848,867.832,1103.81,188.039,928.911,1015.06,253.622,972.918,883.651,185.359,967.737,871.171,222.977,1018.19,814.644,681.511,811.132,1402.87,764.382,747.506,1222.31,797.488,696.596,1111.17,785.214,771.519,952.313,,,,791.782,765.499,849.026,765.38,806.541,793.252,338.175,827.308,928.354,647.659,824.776,939.555,425.384,629.754,971.852,538.091,622.478,963.275,280.854,786.666,747.419,326.944,718.954,460.341,324.647,658.317,330.422,316.09,589.762,95.2541,395.383,490.999,82.0805,360.962,748.807,65.4917,682.389,752.188,726.059,665.696,841.814,520.944,682.918,837.191,337.073,648.849,814.186,95.9038,577.901,729.499,53.0743,600.32,991.681,67.0528
660,0,419.557,1016.75,1528.98,571.148,1013.71,1538.4,418.353,865.219,1554.38,563.968,867.061,1555.58,481.203,787.718,1464.74,479.922,669.703,1189.46,511.575,916.297,1345.2,522.662,966.353,1163.64,621.661,687.387,1362.03,326.447,859.681,1414.27,241.001,860.542,1283.62,181.089,868.083,1105.91,190.737,929.434,1017.18,255.99,974.159,885.796,187.743,968.562,873.362,225.032,1019.39,816.936,685.855,812.144,1403.16,768.222,748.443,1222.23,800.911,697.736,1110.89,787.21,773.002,952.295,,,,792.725,767.23,849.012,766.312,808.591,793.658,339.361,827.776,929.901,648.653,826.199,938.976,427.146,630.412,972.503,539.896,623.563,963.36,281.55,787.456,748.459,327.852,718.559,461.376,324.944,656.878,331.397,316.032,586.85,96.7406,395.192,487.79,84.7246,361.136,745.394,65.1671,682.99,753.756,725.687,666.067,841.884,520.622,683.125,836.212,336.686,648.9,810.639,95.8528,577.985,725.742,53.3914,600.326,988.157,66.4969
661,0,423.557,1017.15,1529.91,575.182,1014.59,1538.94,422.9,865.651,1555.55,568.511,867.97,1556.37,485.729,788.185,1465.74,483.565,670.598,1190.62,515.502,916.836,1346.09,525.747,967.117,1164.55,626.113,688.222,1362.55,330.731,860.22,1415.88,245.098,861.6,1285.52,184.32,868.355,1107.99,193.498,929.915,1019.29,258.461,975.245,887.93,190.232,969.296,875.531,227.246,1020.43,819.2,690.125,813.122,1403.52,772.095,749.374,1222.25,804.432,698.954,1110.69,789.248,774.66,952.424,723.832,800.673,874.534,793.72,769.264,849.167,767.23,811.056,794.361,340.452,828.12,931.581,649.599,827.714,938.372,429.055,631.004,973.179,541.869,624.638,963.553,282.099,788.112,749.553,328.814,718.315,462.512,325.195,655.587,332.413,315.919,584.004,98.3128,394.901,484.628,87.5161,361.325,742.004,64.8547,683.543,755.221,725.299,666.301,841.587,520.312,683.194,834.92,336.334,648.869,807.041,95.8228,578.005,721.957,53.6716,600.274,984.546,66.0205
662,0,427.441,1017.48,1530.93,579.096,1015.42,1539.58,427.333,866.025,1556.8,572.931,868.833,1557.26,490.169,788.611,1466.79,487.285,671.429,1191.79,519.313,917.346,1347.08,528.664,967.846,1165.56,630.512,689.036,1363.1,334.87,860.573,1417.53,249.074,862.49,1287.43,187.543,868.663,1110.08,196.345,930.369,1021.41,261.031,976.173,890.059,192.817,969.945,877.689,229.611,1021.33,821.44,694.3,814.074,1403.95,775.972,750.338,1222.39,808.028,700.276,1110.58,791.313,776.493,952.691,724.394,801.497,874.993,794.767,771.582,849.472,768.14,813.875,795.314,341.455,828.336,933.375,650.451,829.248,937.787,431.056,631.52,973.911,543.949,625.681,963.913,282.5,788.616,750.719,329.78,718.245,463.737,325.377,654.467,333.469,315.728,581.226,99.975,394.488,481.515,90.4698,361.515,738.626,64.5528,684.099,756.527,724.959,666.455,840.917,520.049,683.187,833.307,336.042,648.805,803.381,95.8102,577.991,718.139,53.9236,600.193,980.852,65.6167
663,0,431.207,1017.78,1532.05,582.886,1016.2,1540.34,431.635,866.35,1558.12,577.215,869.645,1558.23,494.507,789.01,1467.91,491.063,672.201,1192.96,522.994,917.844,1348.16,531.401,968.536,1166.65,634.828,689.84,1363.68,338.855,860.75,1419.23,252.898,863.145,1289.39,190.759,869.007,1112.18,199.291,930.798,1023.54,263.692,976.942,892.19,195.487,970.513,879.85,232.11,1022.09,823.662,698.36,815.013,1404.44,779.825,751.37,1222.63,811.673,701.72,1110.54,793.388,778.507,953.092,724.986,802.367,875.485,795.867,774.17,849.924,769.042,816.998,796.477,342.386,828.424,935.253,651.185,830.728,937.263,433.091,631.955,974.714,546.067,626.669,964.471,282.775,788.975,751.978,330.682,718.389,465.022,325.466,653.546,334.565,315.443,578.52,101.731,393.936,478.457,93.5973,361.696,735.252,64.257,684.692,757.608,724.733,666.581,839.871,519.856,683.164,831.374,335.828,648.753,799.652,95.8129,577.972,714.286,54.1564,600.11,977.082,65.2772
664,0,434.852,1018.04,1533.24,586.552,1016.92,1541.2,435.791,866.636,1559.49,581.351,870.403,1559.27,498.73,789.393,1469.07,494.863,672.917,1194.12,526.531,918.339,1349.33,533.95,969.188,1167.81,639.038,690.648,1364.31,342.679,860.768,1420.99,256.547,863.528,1291.4,193.955,869.369,1114.31,202.33,931.193,1025.7,266.434,977.552,894.337,198.23,971.003,882.027,234.729,1022.71,825.877,702.285,815.954,1404.99,783.626,752.498,1222.97,815.343,703.295,1110.6,795.458,780.707,953.634,725.519,803.152,875.935,797.022,777.025,850.524,769.924,820.388,797.821,343.271,828.394,937.188,651.806,832.093,936.843,435.112,632.306,975.592,548.164,627.577,965.23,282.965,789.216,753.347,331.443,718.801,466.322,325.447,652.857,335.7,315.058,575.891,103.584,393.24,475.46,96.9055,361.861,731.868,63.9622,685.329,758.392,724.664,666.72,838.456,519.742,683.164,829.127,335.702,648.748,795.846,95.8309,577.966,710.397,54.379,600.043,973.242,64.994
665,0,438.373,1018.27,1534.51,590.09,1017.58,1542.17,439.785,866.894,1560.87,585.324,871.101,1560.36,502.823,789.766,1470.27,498.641,673.569,1195.27,529.911,918.837,1350.55,536.306,969.802,1169,643.128,691.469,1364.98,346.342,860.653,1422.8,260.008,863.634,1293.47,197.117,869.71,1116.46,205.437,931.533,1027.89,269.242,978.009,896.511,201.033,971.418,884.231,237.453,1023.21,828.101,706.064,816.911,1405.61,787.353,753.735,1223.4,819.017,705.001,1110.75,797.508,783.1,954.328,725.904,803.718,876.264,798.23,780.145,851.278,770.765,824.016,799.328,344.147,828.258,939.155,652.354,833.305,936.56,437.08,632.568,976.532,550.197,628.378,966.166,283.12,789.382,754.838,331.997,719.542,467.584,325.32,652.432,336.868,314.578,573.344,105.537,392.406,472.532,100.395,362.005,728.468,63.6646,685.987,758.818,724.769,666.89,836.684,519.707,683.204,826.588,335.662,648.806,791.965,95.8647,577.982,706.474,54.5991,599.998,969.343,64.7591
666,0,441.765,1018.5,1535.83,593.499,1018.19,1543.21,443.603,867.135,1562.25,589.125,871.737,1561.48,506.778,790.132,1471.48,502.359,674.141,1196.41,533.123,919.338,1351.8,538.466,970.381,1170.21,647.096,692.313,1365.7,349.844,860.432,1424.63,263.283,863.485,1295.59,200.218,869.979,1118.62,208.574,931.79,1030.1,272.101,978.32,898.724,203.882,971.757,886.463,240.271,1023.62,830.356,709.687,817.899,1406.28,790.989,755.091,1223.92,822.674,706.83,1111.01,799.532,785.687,955.181,726.097,803.999,876.429,799.491,783.529,852.192,771.537,827.861,800.989,345.053,828.029,941.132,652.887,834.342,936.436,438.975,632.739,977.508,552.139,629.05,967.233,283.292,789.525,756.446,332.296,720.666,468.754,325.097,652.296,338.059,314.015,570.885,107.589,391.446,469.68,104.056,362.126,725.049,63.3637,686.63,758.854,725.029,667.091,834.578,519.739,683.276,823.783,335.701,648.917,788.022,95.9118,578.017,702.518,54.8225,599.974,965.396,64.5638
667,0,445.023,1018.72,1537.18,596.772,1018.74,1544.3,447.23,867.366,1563.61,592.738,872.312,1562.61,510.584,790.494,1472.69,505.981,674.618,1197.55,536.159,919.837,1353.04,540.435,970.931,1171.42,650.94,693.184,1366.45,353.185,860.135,1426.47,266.377,863.118,1297.73,203.231,870.117,1120.78,211.692,931.931,1032.32,274.99,978.499,900.981,206.758,972.017,888.72,243.168,1023.93,832.657,713.148,818.928,1407.01,794.52,756.565,1224.51,826.298,708.771,1111.38,801.523,788.458,956.201,726.143,804.066,876.469,800.796,787.169,853.272,772.201,831.904,802.81,346.023,827.725,943.1,653.464,835.194,936.473,440.787,632.813,978.495,553.981,629.574,968.376,283.526,789.69,758.152,332.326,722.203,469.796,324.801,652.471,339.262,313.385,568.529,109.731,390.374,466.919,107.869,362.229,721.628,63.0648,687.229,758.511,725.404,667.307,832.177,519.822,683.356,820.747,335.801,649.054,784.04,95.9673,578.057,698.53,55.0519,599.964,961.411,64.3997
668,0,448.14,1018.95,1538.52,599.903,1019.24,1545.42,450.655,867.596,1564.92,596.151,872.828,1563.71,514.231,790.855,1473.89,509.483,674.988,1198.7,539.013,920.329,1354.25,542.222,971.456,1172.63,654.664,694.084,1367.25,356.368,859.787,1428.29,269.303,862.582,1299.85,206.122,870.067,1122.92,214.737,931.926,1034.54,277.887,978.561,903.282,209.645,972.197,890.992,246.125,1024.18,835.009,716.441,820.01,1407.77,797.938,758.152,1225.16,829.878,710.807,1111.85,803.475,791.396,957.384,,,,802.132,791.047,854.517,772.715,836.129,804.806,347.08,827.363,945.047,654.123,835.854,936.646,442.52,632.782,979.462,555.727,629.932,969.535,283.846,789.91,759.924,332.108,724.159,470.695,324.461,652.972,340.465,312.71,566.302,111.947,389.206,464.276,111.801,362.332,718.24,62.7803,687.764,757.835,725.846,667.51,829.522,519.934,683.412,817.516,335.94,649.181,780.041,96.027,578.092,694.516,55.2856,599.955,957.4,64.2592
